source_sheet,fund_type,source_row,branch_text,row_values
EV. FUND,EVANGELICAL,90,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,8 | Madina | zone 2 | 39 | 49 | 88 | 8.0 | Madina | zone 2 | 49 | 49 | 8.0 | Madina | zone 2 | 44 | 30 | 49 | 64 | 187 | 8.0 | Madina | zone 2 | 44 | 24 | 64 | 132 | Madina | zone 2 | 59 | 29 | 49 | 137 | Madina | zone 2 | 39 | 23 | 39 | 101.0 | Madina | zone 2 | 49 | 30 | 29 | 108 | Madina | zone 2 | 27 | 39 | 49 | 115 | Madina | zone 2 | 73 | 49 | 122 | Madina | zone 2 | 30 | 49 | 79 | Madina | zone 2 | 25 | 40 | 40 | 105 | Madina | zone 2 | 39 | 23 | 62
EV. FUND,EVANGELICAL,91,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,9 | Buduburam | zone 2 | 0 | 9.0 | Buduburam | zone 2 | 25 | 25 | 50 | 9.0 | Buduburam | zone 2 | 25 | 25 | 50 | 9.0 | Buduburam | zone 2 | 0 | Buduburam | zone 2 | 40 | 40 | Buduburam | zone 2 | 0.0 | Buduburam | zone 2 | 44 | 44 | Buduburam | zone 2 | 20 | 20 | Buduburam | zone 2 | 24 | 24 | Buduburam | zone 2 | 25 | 25 | Buduburam | zone 2 | 0 | Buduburam | zone 2 | 30 | 30
EV. FUND,EVANGELICAL,92,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,10 | Mampong | zone 2 | 0 | 10.0 | Mampong | zone 2 | 21 | 20 | 41 | 10.0 | Mampong | zone 2 | 17 | 12 | 79 | 108 | 10.0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0.0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0 | Mampong | zone 2 | 0
EV. FUND,EVANGELICAL,93,Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2 | Ashaiman | zone 2,11 | Ashaiman | zone 2 | 0 | 11.0 | Ashaiman | zone 2 | 23 | 24 | 47 | 11.0 | Ashaiman | zone 2 | 18 | 18 | 11.0 | Ashaiman | zone 2 | 128 | 23 | 151 | Ashaiman | zone 2 | 24 | 24 | Ashaiman | zone 2 | 28 | 29 | 57.0 | Ashaiman | zone 2 | 20 | 20 | Ashaiman | zone 2 | 24 | 24 | Ashaiman | zone 2 | 30 | 30 | Ashaiman | zone 2 | 24 | 24 | Ashaiman | zone 2 | 28 | 20 | 48 | Ashaiman | zone 2 | 32 | 32
EV. FUND,EVANGELICAL,94,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,12 | Larteh | zone 2 | 0 | 12.0 | Larteh | zone 2 | 0 | 12.0 | Larteh | zone 2 | 0 | 12.0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0.0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0 | Larteh | zone 2 | 0
EV. FUND,EVANGELICAL,95,Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2 | Odorkor | zone 2,13 | Odorkor | zone 2 | 49 | 49 | 13.0 | Odorkor | zone 2 | 40 | 40 | 13.0 | Odorkor | zone 2 | 49 | 39 | 88 | 13.0 | Odorkor | zone 2 | 49 | 49 | 98 | Odorkor | zone 2 | 49 | 49 | Odorkor | zone 2 | 49 | 49 | 98.0 | Odorkor | zone 2 | 30 | 30 | Odorkor | zone 2 | 100 | 49 | 149 | Odorkor | zone 2 | 49 | 49 | 98 | Odorkor | zone 2 | 49 | 49 | Odorkor | zone 2 | 34 | 54 | 88 | Odorkor | zone 2 | 49 | 49
EV. FUND,EVANGELICAL,96,zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2 | zone 2,14 | Achimota | zone 2 | 39 | 39 | 14.0 | Achimota | zone 2 | 154 | 154 | 14.0 | Achimota | zone 2 | 99 | 99 | 14.0 | Achimota | zone 2 | 123 | 123 | Achimota | zone 2 | 106 | 106 | Achimota | zone 2 | 69 | 66 | 135.0 | Achimota | zone 2 | 85 | 85 | Achimota | zone 2 | 50 | 49 | 49 | 40 | 188 | Achimota | zone 2 | 107 | 107 | Achimota | zone 2 | 106 | 106 | Achimota | zone 2 | 105 | 105 | Achimota | zone 2 | 99 | 99
EV. FUND,EVANGELICAL,101,Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease | Nyenkyerenease,17 | Nyenkyerenease | 8 | 7 | 15 | 17.0 | Nyenkyerenease | 9 | 8 | 17 | 17.0 | Nyenkyerenease | 9 | 8 | 17 | 17.0 | Nyenkyerenease | 8 | 9 | 17 | Nyenkyerenease | 8 | 9 | 17 | Nyenkyerenease | 7 | 8 | 15.0 | Nyenkyerenease | 0 | Nyenkyerenease | 20 | 20 | Nyenkyerenease | 99 | 30 | 129 | Nyenkyerenease | 25 | 25 | Nyenkyerenease | 49 | 30 | 79 | Nyenkyerenease | 0
EV. FUND,EVANGELICAL,102,Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo | Konongo,18 | Konongo | 15 | 15 | 15 | 45 | 18.0 | Konongo | 30 | 20 | 50 | 18.0 | Konongo | 14 | 14 | 18.0 | Konongo | 15 | 14 | 29 | Konongo | 30 | 19 | 49 | Konongo | 20 | 19 | 15 | 15 | 69.0 | Konongo | 14 | 20 | 34 | Konongo | 14 | 14 | Konongo | 15 | 15 | Konongo | 20 | 14 | 34 | Konongo | 15 | 25 | 40 | Konongo | 10 | 10
EV. FUND,EVANGELICAL,103,Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani | Sunyani,19 | Sunyani | 0 | 19.0 | Sunyani | 0 | 19.0 | Sunyani | 0 | 19.0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0.0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0 | Sunyani | 0
EV. FUND,EVANGELICAL,111,Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A | Coaltar | zone A,26 | Coaltar | zone A | 53 | 35 | 88 | 26.0 | Coaltar | zone A | 60 | 38 | 42 | 140 | 26.0 | Coaltar | zone A | 32 | 32 | 26.0 | Coaltar | zone A | 70 | 70 | Coaltar | zone A | 45 | 45 | Coaltar | zone A | 105 | 105.0 | Coaltar | zone A | 28 | 25 | 53 | Coaltar | zone A | 3 | 3 | Coaltar | zone A | 50 | 40 | 90 | Coaltar | zone A | 38 | 49 | 87 | Coaltar | zone A | 54 | 64 | 49 | 167 | Coaltar | zone A | 21 | 42 | 63
EV. FUND,EVANGELICAL,112,Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A,27 | Tumfa | Zone A | 24 | 22 | 30 | 76 | 27.0 | Tumfa | Zone A | 20 | 24 | 20 | 64 | 27.0 | Tumfa | Zone A | 15 | 20 | 14 | 49 | 27.0 | Tumfa | Zone A | 19 | 19 | 15 | 53 | Tumfa | Zone A | 17 | 18 | 21 | 56 | Tumfa | Zone A | 17 | 10 | 18 | 15 | 60.0 | Tumfa | Zone A | 20 | 15 | 16 | 51 | Tumfa | Zone A | 15 | 15 | 20 | 20 | 70 | Tumfa | Zone A | 17 | 10 | 24 | 51 | Tumfa | Zone A | 19 | 17 | 20 | 56 | Tumfa | Zone A | 0 | Tumfa | Zone A | 0
EV. FUND,EVANGELICAL,113,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,28 | Otoase | zone A | 49 | 29 | 78 | 28.0 | Otoase | zone A | 39 | 30 | 69 | 28.0 | Otoase | zone A | 49 | 30 | 59 | 138 | 28.0 | Otoase | zone A | 0 | Otoase | zone A | 49 | 34 | 83 | Otoase | zone A | 29 | 29.0 | Otoase | zone A | 84 | 39 | 48 | 171 | Otoase | zone A | 39 | 49 | 49 | 137 | Otoase | zone A | 49 | 49 | 98 | Otoase | zone A | 40 | 40 | Otoase | zone A | 49 | 49 | 98 | Otoase | zone A | 49 | 49 | 98
EV. FUND,EVANGELICAL,114,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,29 | Nsawam | zone A | 24 | 30 | 29 | 83 | 29.0 | Nsawam | zone A | 34 | 48 | 82 | 29.0 | Nsawam | zone A | 147 | 49 | 196 | 29.0 | Nsawam | zone A | 29 | 37 | 66 | Nsawam | zone A | 49 | 39 | 88 | Nsawam | zone A | 29 | 39 | 68.0 | Nsawam | zone A | 34 | 34 | Nsawam | zone A | 55 | 60 | 115 | Nsawam | zone A | 47 | 47 | Nsawam | zone A | 30 | 45 | 75 | Nsawam | zone A | 30 | 28 | 30 | 88 | Nsawam | zone A | 0
EV. FUND,EVANGELICAL,115,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,30 | Suhum | zone A | 0 | 30.0 | Suhum | zone A | 0 | 30.0 | Suhum | zone A | 0 | 30.0 | Suhum | zone A | 38 | 100 | 138 | Suhum | zone A | 99 | 99 | Suhum | zone A | 51 | 51.0 | Suhum | zone A | 30 | 25 | 25 | 80 | Suhum | zone A | 0 | Suhum | zone A | 0 | Suhum | zone A | 0 | Suhum | zone A | 0 | Suhum | zone A | 0
EV. FUND,EVANGELICAL,116,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,31 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | 31.0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0.0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0 | Asamankese | zone A | 0
EV. FUND,EVANGELICAL,117,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,32 | Marfo | zone A | 0 | 32.0 | Marfo | zone A | 30 | 40 | 34 | 104 | 32.0 | Marfo | zone A | 114 | 114 | 32.0 | Marfo | zone A | 15 | 16 | 24 | 55 | Marfo | zone A | 0 | Marfo | zone A | 0.0 | Marfo | zone A | 40 | 50 | 43 | 133 | Marfo | zone A | 30 | 30 | 33 | 93 | Marfo | zone A | 50 | 60 | 54 | 164 | Marfo | zone A | 30 | 25 | 55 | Marfo | zone A | 30 | 30 | 60 | Marfo | zone A | 30 | 30
EV. FUND,EVANGELICAL,118,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,33 | Amfaso | zone A | 20 | 20 | 40 | 33.0 | Amfaso | zone A | 14 | 20 | 34 | 33.0 | Anfaso | zone A | 10 | 20 | 30 | 33.0 | Anfaso | zone A | 29 | 14 | 43 | Anfaso | zone A | 0 | Anfaso | zone A | 20 | 10 | 30.0 | Anfaso | zone A | 20 | 25 | 45 | Anfaso | zone A | 0 | Anfaso | zone A | 0 | Anfaso | zone A | 0 | Anfaso | zone A | 30 | 30 | Anfaso | zone A | 10 | 10
EV. FUND,EVANGELICAL,119,Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A | Zone A,34 | Adeiso | Zone A | 39 | 39 | 34.0 | Adeiso | Zone A | 0 | 34.0 | Adeiso | Zone A | 0 | 34.0 | Adeiso | Zone A | 39 | 39 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0.0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0 | Adeiso | Zone A | 0
EV. FUND,EVANGELICAL,120,Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A | Koforidua | zone A,35 | Koforidua | zone A | 64 | 88 | 94 | 246 | 35.0 | Koforidua | zone A | 60 | 50 | 65 | 175 | 35.0 | Koforidua | zone A | 55 | 50 | 62 | 65 | 232 | 35.0 | Koforidua | zone A | 60 | 60 | 281 | 401 | Koforidua | zone A | 54 | 63 | 60 | 177 | Koforidua | zone A | 51 | 40 | 40 | 45 | 176.0 | Koforidua | zone A | 70 | 60 | 53 | 183 | Koforidua | zone A | 61 | 68 | 554 | 40 | 723 | Koforidua | zone A | 50 | 41 | 50 | 141 | Koforidua | zone A | 54 | 60 | 52 | 166 | Koforidua | zone A | 59 | 53 | 45 | 51 | 208 | Koforidua | zone A | 54 | 50 | 62 | 166
EV. FUND,EVANGELICAL,121,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,36 | Effiduase | zone A | 64 | 69 | 69 | 202 | 36.0 | Effiduase | zone A | 79 | 50 | 50 | 179 | 36.0 | Effiduase | zone A | 50 | 74 | 64 | 188 | 36.0 | Effiduase | zone A | 52 | 50 | 240 | 342 | Effiduase | zone A | 71 | 50 | 54 | 175 | Effiduase | zone A | 64 | 60 | 50 | 174.0 | Effiduase | zone A | 69 | 55 | 56 | 180 | Effiduase | zone A | 59 | 63 | 39 | 161 | Effiduase | zone A | 50 | 40 | 50 | 140 | Effiduase | zone A | 50 | 59 | 73 | 182 | Effiduase | zone A | 60 | 80 | 55 | 70 | 65 | 330 | Effiduase | zone A | 65 | 60 | 50 | 175
EV. FUND,EVANGELICAL,122,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,37 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | 37.0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0.0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0 | Owuram | zone A | 0
EV. FUND,EVANGELICAL,123,zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A | zone A,38 | Amanase | zone A | 32 | 36 | 68 | 38.0 | Amanase | zone A | 24 | 24 | 48 | 38.0 | Amanase | zone A | 45 | 24 | 25 | 53 | 147 | 38.0 | Amanase | zone A | 29 | 29 | Amanase | zone A | 34 | 29 | 63 | Amanase | zone A | 20 | 18 | 38.0 | Amanase | zone A | 39 | 30 | 69 | Amanase | zone A | 24.5 | 29 | 10 | 20 | 24 | 107.5 | Amanase | zone A | 38 | 30 | 20 | 88 | Amanase | zone A | 24 | 30 | 25 | 79 | Amanase | zone A | 30 | 42 | 39 | 49 | 160 | Amanase | zone A | 34 | 34
EV. FUND,EVANGELICAL,124,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,39 | Gyamase | zone B | 27 | 15 | 42 | 39.0 | Gyamase | zone B | 20 | 15 | 16 | 10 | 61 | 39.0 | Gyamase | zone B | 10 | 50 | 60 | 39.0 | Gyamase | zone B | 15 | 15 | 25 | 55 | Gyamase | zone B | 15 | 10 | 15 | 40 | Gyamase | zone B | 15 | 10 | 10 | 26 | 61.0 | Gyamase | zone B | 25 | 25 | Gyamase | zone B | 12 | 15 | 12 | 13 | 52 | Gyamase | zone B | 25 | 10 | 10 | 45 | Gyamase | zone B | 15 | 15 | 30 | Gyamase | zone B | 38 | 38 | Gyamase | zone B | 15 | 15
EV. FUND,EVANGELICAL,125,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,40 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | 40.0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0.0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0 | Ayirebi | zone B | 0
EV. FUND,EVANGELICAL,126,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,41 | Anamase | zone B | 0 | 41.0 | Anamase | zone B | 0 | 41.0 | Anamase | zone B | 99 | 99 | 41.0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0.0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0 | Anamase | zone B | 0
EV. FUND,EVANGELICAL,127,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,42 | Anyinase | zone B | 130 | 130 | 42.0 | Anyinase | zone B | 0 | 42.0 | Anyinase | zone B | 39 | 39 | 42.0 | Anyinase | zone B | 49 | 49 | Anyinase | zone B | 49 | 49 | Anyinase | zone B | 24 | 24.0 | Anyinase | zone B | 39 | 39 | Anyinase | zone B | 43 | 43 | Anyinase | zone B | 49 | 49 | Anyinase | zone B | 0 | Anyinase | zone B | 59 | 59 | Anyinase | zone B | 40 | 40 | 30 | 110
EV. FUND,EVANGELICAL,128,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,43 | Akwasiho | zone B | 0 | 43.0 | Akwasiho | zone B | 52 | 52 | 43.0 | Akwasiho | zone B | 22 | 20 | 20 | 220 | 282 | 43.0 | Akwasiho | zone B | 59 | 59 | Akwasiho | zone B | 20 | 20 | 20 | 60 | Akwasiho | zone B | 28 | 20 | 38 | 30 | 116.0 | Akwasiho | zone B | 30 | 32 | 20 | 19 | 101 | Akwasiho | zone B | 19 | 22 | 48 | 49 | 138 | Akwasiho | zone B | 41 | 30 | 71 | Akwasiho | zone B | 39 | 34 | 73 | Akwasiho | zone B | 132 | 30 | 162 | Akwasiho | zone B | 63 | 30 | 34 | 127
EV. FUND,EVANGELICAL,129,Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B | Nkawkaw | zone B,44 | Nkawkaw | zone B | 89 | 89 | 44.0 | Nkawkaw | zone B | 99 | 69 | 168 | 44.0 | Nkawkaw | zone B | 198 | 49 | 247 | 44.0 | Nkawkaw | zone B | 100 | 100 | Nkawkaw | zone B | 0 | Nkawkaw | zone B | 89 | 99 | 89 | 277.0 | Nkawkaw | zone B | 100 | 100 | Nkawkaw | zone B | 0 | Nkawkaw | zone B | 0 | Nkawkaw | zone B | 90 | 119 | 209 | Nkawkaw | zone B | 0 | Nkawkaw | zone B | 100 | 100
EV. FUND,EVANGELICAL,130,zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B | zone B,45 | Akim Oda | zone B | 0 | 45.0 | Akim Oda | zone B | 60 | 49 | 109 | 45.0 | Akim Oda | zone B | 49 | 59 | 40 | 148 | 45.0 | Akim Oda | zone B | 39 | 39 | 78 | Akim Oda | zone B | 79 | 79 | Akim Oda | zone B | 49 | 49 | 39 | 49 | 186.0 | Akim Oda | zone B | 39 | 49 | 88 | Akim Oda | zone B | 49 | 49 | 98 | Akim Oda | zone B | 70 | 81 | 151 | Akim Oda | zone B | 0 | Akim Oda | zone B | 0 | Akim Oda | zone B | 49 | 49
EV. FUND,EVANGELICAL,137,Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi | Takoradi,50 | Takoradi | 58 | 50 | 108 | 50.0 | Takoradi | 69 | 59 | 128 | 50.0 | Takoradi | 79 | 49 | 69 | 72 | 269 | 50.0 | Takoradi | 89 | 54 | 143 | Takoradi | 83 | 79 | 89 | 251 | Takoradi | 80 | 99 | 99 | 69 | 347.0 | Takoradi | 69 | 79 | 79 | 227 | Takoradi | 89 | 89 | Takoradi | 219 | 219 | Takoradi | 79 | 69 | 148 | Takoradi | 89 | 69 | 69 | 227 | Takoradi | 89 | 89
EV. FUND,EVANGELICAL,141,Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q | Sowutuom- H/Q,54 | Sowutuom- H/Q | 329 | 500 | 829 | 54.0 | Sowutuom- H/Q | 310 | 301 | 338 | 949 | 54.0 | Sowutuom- H/Q | 288 | 358 | 447 | 1218 | 2311 | 54.0 | Sowutuom- H/Q | 337 | 333 | 459 | 1129 | Sowutuom- H/Q | 303 | 343 | 344 | 990 | Sowutuom- H/Q | 303 | 393 | 369 | 1065.0 | Sowutuom- H/Q | 319 | 436 | 422 | 1177 | Sowutuom- H/Q | 318 | 333 | 319 | 391 | 1361 | Sowutuom- H/Q | 302 | 323 | 512 | 1137 | Sowutuom- H/Q | 310 | 345 | 655 | Sowutuom- H/Q | 436 | 367 | 393 | 361 | 1557 | Sowutuom- H/Q | 339 | 401 | 740
EV. FUND,EVANGELICAL,143,GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1 | GT. Accra zone 1,GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0.0 | GT. Accra zone 1 | 200 | 200 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0 | GT. Accra zone 1 | 0
EV. FUND,EVANGELICAL,144,GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2 | GT. Accra zone 2,GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0.0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0 | GT. Accra zone 2 | 0
EV. FUND,EVANGELICAL,145,Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A | Eastern zone A,Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0.0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0 | Eastern zone A | 0
EV. FUND,EVANGELICAL,146,Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B | Eastern zone B,Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0.0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0 | Eastern zone B | 0
EV. FUND,EVANGELICAL,162,Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch | Region / Branch,Region / Branch | JANUARY | Region / Branch | FEBRUARY | Region / Branch | MARCH | Region / Branch | APRIL | Region / Branch | MAY | Region / Branch | JUNE | Region / Branch | JULY | Region / Branch | AUGUST | Region / Branch | SEPTEMBER | Region / Branch | OCTOBER | Region / Branch | NOVEMBER | Region / Branch | DECEMBER
EV. FUND,EVANGELICAL,163,Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone | Zone,Greater Accra | Zone | 4th | 11th | 18 | 25 | TOTAL | Greater Accra | Zone | 1st | 8th | 15th | 22nd | TOTAL | Greater Accra | Zone | 1st | 8th | 15th | 22nd | 29th | TOTAL | Greater Accra | Zone | 5th | 12th | 19th | 26th | TOTAL | Greater Accra | Zone | 3rd | 10th | 17th | 24th | TOTAL | Greater Accra | Zone | 7TH | 14TH | 21ST | 28TH | Greater Accra | Zone | 5th | 12th | 19th | 26th | TOTAL | Greater Accra | Zone | 3RD | 10TH | 17th | 24th | 31st | TOTAL | Greater Accra | Zone | 7TH | 14TH | 21ST | 28TH | TOTAL | Greater Accra | Zone | 5th | 12th | 19th | 26th | TOTAL | Greater Accra | Zone | 2nd | 9th | 16th | 23rd | 30th | TOTAL | Greater Accra | Zone | 7th | 14th | 21st | 28th | TOTAL
EV. FUND,EVANGELICAL,164,zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1 | zone 1,1 | Accra Newtown | zone 1 | 241 | 241 | 1.0 | Accra Newtown | zone 1 | 100 | 100 | 1.0 | Accra Newtown | zone 1 | 192 | 192 | 1.0 | Accra Newtown | zone 1 | 100 | 100 | Accra Newtown | zone 1 | 280 | 280 | Accra Newtown | zone 1 | 242 | 301 | 200 | 100 | 843.0 | Accra Newtown | zone 1 | 100 | 100 | Accra Newtown | zone 1 | 0 | Accra Newtown | zone 1 | 0 | Accra Newtown | zone 1 | 0 | Accra Newtown | zone 1 | 0 | Accra Newtown | zone 1 | 0
EV. FUND,EVANGELICAL,165,Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1 | Kasoa | zone 1,2 | Kasoa | zone 1 | 0 | 2.0 | Kasoa | zone 1 | 80 | 80 | 2.0 | Kasoa | zone 1 | 200 | 200 | 2.0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 80 | 80 | Kasoa | zone 1 | 300 | 300.0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0 | Kasoa | zone 1 | 0
